date,dividend_receivable,market_value,total_cash,total_value,transaction_cost
2013-04-03,0,0.0,95747.468,95747.468,0.0
2013-04-08,0,0.0,95747.468,95747.468,0.0
2013-04-09,0,0.0,95747.468,95747.468,0.0
2013-04-10,0,0.0,95747.468,95747.468,0.0
2013-04-11,0,0.0,95747.468,95747.468,0.0
2013-04-12,0,0.0,95747.468,95747.468,0.0
2013-04-15,0,0.0,95747.468,95747.468,0.0
2013-04-16,0,0.0,95747.468,95747.468,0.0
2013-04-17,0,0.0,95747.468,95747.468,0.0
2013-04-18,0,0.0,95747.468,95747.468,0.0
2013-04-19,0,0.0,95747.468,95747.468,0.0
2013-04-22,0,0.0,95747.468,95747.468,0.0
2013-04-23,0,0.0,95747.468,95747.468,0.0
2013-04-24,0,0.0,95747.468,95747.468,0.0
2013-04-25,0,0.0,95747.468,95747.468,0.0
2013-04-26,0,0.0,95747.468,95747.468,0.0
2013-05-02,0,0.0,95747.468,95747.468,0.0
2013-05-03,0,0.0,95747.468,95747.468,0.0
2013-05-06,0,0.0,95747.468,95747.468,0.0
2013-05-07,0,0.0,95747.468,95747.468,0.0
2013-05-08,0,0.0,95747.468,95747.468,0.0
2013-05-09,0,0.0,95747.468,95747.468,0.0
2013-05-10,0,0.0,95747.468,95747.468,0.0
2013-05-13,0,0.0,95747.468,95747.468,0.0
2013-05-14,0,0.0,95747.468,95747.468,0.0
2013-05-15,0,0.0,95747.468,95747.468,0.0
2013-05-16,0,0.0,95747.468,95747.468,0.0
2013-05-17,0,0.0,95747.468,95747.468,0.0
2013-05-20,0,0.0,95747.468,95747.468,0.0
2013-05-21,0,0.0,95747.468,95747.468,0.0
2013-05-22,0,0.0,95747.468,95747.468,0.0
2013-05-23,0,0.0,95747.468,95747.468,0.0
2013-05-24,0,0.0,95747.468,95747.468,0.0
2013-05-27,0,0.0,95747.468,95747.468,0.0
2013-05-28,0,0.0,95747.468,95747.468,0.0
2013-05-29,0,0.0,95747.468,95747.468,0.0
2013-05-30,0,0.0,95747.468,95747.468,0.0
2013-05-31,0,0.0,95747.468,95747.468,0.0
2013-06-03,0,0.0,95747.468,95747.468,0.0
2013-06-04,0,0.0,95747.468,95747.468,0.0
2013-06-05,0,0.0,95747.468,95747.468,0.0
2013-06-06,0,0.0,95747.468,95747.468,0.0
2013-06-07,0,0.0,95747.468,95747.468,0.0
2013-06-13,0,0.0,95747.468,95747.468,0.0
2013-06-14,0,0.0,95747.468,95747.468,0.0
2013-06-17,0,0.0,95747.468,95747.468,0.0
2013-06-18,0,0.0,95747.468,95747.468,0.0
2013-06-19,0,0.0,95747.468,95747.468,0.0
2013-06-20,0,0.0,95747.468,95747.468,0.0
2013-06-21,0,0.0,95747.468,95747.468,0.0
2013-06-24,0,0.0,95747.468,95747.468,0.0
2013-06-25,0,0.0,95747.468,95747.468,0.0
2013-06-26,0,0.0,95747.468,95747.468,0.0
2013-06-27,0,0.0,95747.468,95747.468,0.0
2013-06-28,0,0.0,95747.468,95747.468,0.0
2013-07-01,0,0.0,95747.468,95747.468,0.0
2013-07-02,0,0.0,95747.468,95747.468,0.0
2013-07-03,0,0.0,95747.468,95747.468,0.0
2013-07-04,0,0.0,95747.468,95747.468,0.0
2013-07-05,0,0.0,95747.468,95747.468,0.0
2013-07-08,0,0.0,95747.468,95747.468,0.0
2013-07-09,0,0.0,95747.468,95747.468,0.0
2013-07-10,0,0.0,95747.468,95747.468,0.0
2013-07-11,0,0.0,95747.468,95747.468,0.0
2013-07-12,0,0.0,95747.468,95747.468,0.0
2013-07-15,0,0.0,95747.468,95747.468,0.0
2013-07-16,0,0.0,95747.468,95747.468,0.0
2013-07-17,0,0.0,95747.468,95747.468,0.0
2013-07-18,0,0.0,95747.468,95747.468,0.0
2013-07-19,0,0.0,95747.468,95747.468,0.0
2013-07-22,0,0.0,95747.468,95747.468,0.0
2013-07-23,0,0.0,95747.468,95747.468,0.0
2013-07-24,0,0.0,95747.468,95747.468,0.0
2013-07-25,0,0.0,95747.468,95747.468,0.0
2013-07-26,0,0.0,95747.468,95747.468,0.0
2013-07-29,0,0.0,95747.468,95747.468,0.0
2013-07-30,0,0.0,95747.468,95747.468,0.0
2013-07-31,0,0.0,95747.468,95747.468,0.0
2013-08-01,0,0.0,95747.468,95747.468,0.0
2013-08-02,0,0.0,95747.468,95747.468,0.0
2013-08-05,0,0.0,95747.468,95747.468,0.0
2013-08-06,0,0.0,95747.468,95747.468,0.0
2013-08-07,0,0.0,95747.468,95747.468,0.0
2013-08-08,0,0.0,95747.468,95747.468,0.0
2013-08-09,0,0.0,95747.468,95747.468,0.0
2013-08-12,0,0.0,95747.468,95747.468,0.0
2013-08-13,0,0.0,95747.468,95747.468,0.0
2013-08-14,0,0.0,95747.468,95747.468,0.0
2013-08-15,0,0.0,95747.468,95747.468,0.0
2013-08-16,0,0.0,95747.468,95747.468,0.0
2013-08-19,0,0.0,95747.468,95747.468,0.0
2013-08-20,0,0.0,95747.468,95747.468,0.0
2013-08-21,0,0.0,95747.468,95747.468,0.0
2013-08-22,0,0.0,95747.468,95747.468,0.0
2013-08-23,0,0.0,95747.468,95747.468,0.0
2013-08-26,0,0.0,95747.468,95747.468,0.0
2013-08-27,0,0.0,95747.468,95747.468,0.0
2013-08-28,0,0.0,95747.468,95747.468,0.0
2013-08-29,0,0.0,95747.468,95747.468,0.0
2013-08-30,0,0.0,95747.468,95747.468,0.0
2013-09-02,0,0.0,95747.468,95747.468,0.0
2013-09-03,0,0.0,95747.468,95747.468,0.0
2013-09-04,0,0.0,95747.468,95747.468,0.0
2013-09-05,0,0.0,95747.468,95747.468,0.0
2013-09-06,0,0.0,95747.468,95747.468,0.0
2013-09-09,0,39049.76,54712.419,93762.179,32.802
2013-09-10,0,79196.48,13101.004,92297.484,66.064
2013-09-11,0,119178.72,-28644.918,90533.802,99.434
2013-09-12,0,160477.44,-70803.946,89673.494,133.135
2013-09-13,0,159289.6,-70803.946,88485.654,133.135
2013-09-16,0,158616.96,-70803.946,87813.014,133.135
2013-09-17,0,155348.48,-70803.946,84544.534,133.135
2013-09-18,0,155680.64,-70803.946,84876.694,133.135
2013-09-23,0,158226.56,-70803.946,87422.614,133.135
2013-09-24,0,156408.96,-70803.946,85605.014,133.135
2013-09-25,0,155457.92,-70803.946,84653.974,133.135
2013-09-26,0,119222.0,-39116.265,80105.735,158.505
2013-09-27,0,86218.92,-7288.646,78930.274,183.988
2013-09-30,0,52998.88,24725.954,77724.834,209.62
2013-10-08,0,19534.48,57176.046,76710.526,235.601
2013-10-09,0,19628.64,57176.046,76804.686,235.601
2013-10-10,0,19434.56,57176.046,76610.606,235.601
2013-10-11,0,19748.08,57176.046,76924.126,235.601
2013-10-14,0,19780.32,57176.046,76956.366,235.601
2013-10-15,0,19740.16,57176.046,76916.206,235.601
2013-10-16,0,19370.96,57176.046,76547.006,235.601
2013-10-17,0,19306.64,57176.046,76482.686,235.601
2013-10-18,0,19408.4,57176.046,76584.446,235.601
2013-10-21,0,19770.56,57176.046,76946.606,235.601
2013-10-22,0,19567.12,57176.046,76743.166,235.601
2013-10-23,0,19347.92,57176.046,76523.966,235.601
2013-10-24,0,19204.08,57176.046,76380.126,235.601
2013-10-25,0,0.0,75162.701,75162.701,0.0
2013-10-28,0,0.0,75162.701,75162.701,0.0
2013-10-29,0,0.0,75162.701,75162.701,0.0
2013-10-30,0,0.0,75162.701,75162.701,0.0
2013-10-31,0,0.0,75162.701,75162.701,0.0
2013-11-01,0,0.0,75162.701,75162.701,0.0
2013-11-04,0,0.0,75162.701,75162.701,0.0
2013-11-05,0,0.0,75162.701,75162.701,0.0
2013-11-06,0,0.0,75162.701,75162.701,0.0
2013-11-07,0,0.0,75162.701,75162.701,0.0
2013-11-08,0,0.0,75162.701,75162.701,0.0
2013-11-11,0,0.0,75162.701,75162.701,0.0
2013-11-12,0,0.0,75162.701,75162.701,0.0
2013-11-13,0,0.0,75162.701,75162.701,0.0
2013-11-14,0,0.0,75162.701,75162.701,0.0
2013-11-15,0,0.0,75162.701,75162.701,0.0
2013-11-18,0,0.0,75162.701,75162.701,0.0
2013-11-19,0,0.0,75162.701,75162.701,0.0
2013-11-20,0,0.0,75162.701,75162.701,0.0
2013-11-21,0,0.0,75162.701,75162.701,0.0
2013-11-22,0,0.0,75162.701,75162.701,0.0
2013-11-25,0,0.0,75162.701,75162.701,0.0
2013-11-26,0,0.0,75162.701,75162.701,0.0
2013-11-27,0,0.0,75162.701,75162.701,0.0
2013-11-28,0,0.0,75162.701,75162.701,0.0
2013-11-29,0,0.0,75162.701,75162.701,0.0
2013-12-02,0,0.0,75162.701,75162.701,0.0
2013-12-03,0,0.0,75162.701,75162.701,0.0
2013-12-04,0,0.0,75162.701,75162.701,0.0
2013-12-05,0,0.0,75162.701,75162.701,0.0
2013-12-06,0,0.0,75162.701,75162.701,0.0
2013-12-09,0,0.0,75162.701,75162.701,0.0
2013-12-10,0,0.0,75162.701,75162.701,0.0
2013-12-11,0,0.0,75162.701,75162.701,0.0
2013-12-12,0,0.0,75162.701,75162.701,0.0
2013-12-13,0,0.0,75162.701,75162.701,0.0
2013-12-16,0,0.0,75162.701,75162.701,0.0
2013-12-17,0,0.0,75162.701,75162.701,0.0
2013-12-18,0,0.0,75162.701,75162.701,0.0
2013-12-19,0,0.0,75162.701,75162.701,0.0
2013-12-20,0,0.0,75162.701,75162.701,0.0
2013-12-23,0,0.0,75162.701,75162.701,0.0
2013-12-24,0,0.0,75162.701,75162.701,0.0
2013-12-25,0,0.0,75162.701,75162.701,0.0
2013-12-26,0,0.0,75162.701,75162.701,0.0
2013-12-27,0,0.0,75162.701,75162.701,0.0
2013-12-30,0,0.0,75162.701,75162.701,0.0
2013-12-31,0,0.0,75162.701,75162.701,0.0
2014-01-02,0,0.0,75162.701,75162.701,0.0
2014-01-03,0,0.0,75162.701,75162.701,0.0
2014-01-06,0,0.0,75162.701,75162.701,0.0
2014-01-07,0,0.0,75162.701,75162.701,0.0
2014-01-08,0,0.0,75162.701,75162.701,0.0
2014-01-09,0,0.0,75162.701,75162.701,0.0
2014-01-10,0,0.0,75162.701,75162.701,0.0
2014-01-13,0,0.0,75162.701,75162.701,0.0
2014-01-14,0,0.0,75162.701,75162.701,0.0
2014-01-15,0,0.0,75162.701,75162.701,0.0
2014-01-16,0,0.0,75162.701,75162.701,0.0
2014-01-17,0,0.0,75162.701,75162.701,0.0
2014-01-20,0,0.0,75162.701,75162.701,0.0
2014-01-21,0,0.0,75162.701,75162.701,0.0
2014-01-22,0,0.0,75162.701,75162.701,0.0
2014-01-23,0,0.0,75162.701,75162.701,0.0
2014-01-24,0,0.0,75162.701,75162.701,0.0
2014-01-27,0,0.0,75162.701,75162.701,0.0
2014-01-28,0,0.0,75162.701,75162.701,0.0
2014-01-29,0,0.0,75162.701,75162.701,0.0
2014-01-30,0,0.0,75162.701,75162.701,0.0
2014-02-07,0,0.0,75162.701,75162.701,0.0
2014-02-10,0,0.0,75162.701,75162.701,0.0
2014-02-11,0,0.0,75162.701,75162.701,0.0
2014-02-12,0,0.0,75162.701,75162.701,0.0
2014-02-13,0,0.0,75162.701,75162.701,0.0
2014-02-14,0,0.0,75162.701,75162.701,0.0
2014-02-17,0,0.0,75162.701,75162.701,0.0
2014-02-18,0,0.0,75162.701,75162.701,0.0
2014-02-19,0,0.0,75162.701,75162.701,0.0
2014-02-20,0,0.0,75162.701,75162.701,0.0
2014-02-21,0,0.0,75162.701,75162.701,0.0
2014-02-24,0,0.0,75162.701,75162.701,0.0
2014-02-25,0,0.0,75162.701,75162.701,0.0
2014-02-26,0,0.0,75162.701,75162.701,0.0
2014-02-27,0,0.0,75162.701,75162.701,0.0
2014-02-28,0,0.0,75162.701,75162.701,0.0
2014-03-03,0,0.0,75162.701,75162.701,0.0
2014-03-04,0,0.0,75162.701,75162.701,0.0
2014-03-05,0,0.0,75162.701,75162.701,0.0
2014-03-06,0,0.0,75162.701,75162.701,0.0
2014-03-07,0,0.0,75162.701,75162.701,0.0
2014-03-10,0,0.0,75162.701,75162.701,0.0
2014-03-11,0,0.0,75162.701,75162.701,0.0
2014-03-12,0,0.0,75162.701,75162.701,0.0
2014-03-13,0,0.0,75162.701,75162.701,0.0
2014-03-14,0,0.0,75162.701,75162.701,0.0
2014-03-17,0,0.0,75162.701,75162.701,0.0
2014-03-18,0,0.0,75162.701,75162.701,0.0
2014-03-19,0,0.0,75162.701,75162.701,0.0
2014-03-20,0,0.0,75162.701,75162.701,0.0
2014-03-21,0,0.0,75162.701,75162.701,0.0
2014-03-24,0,0.0,75162.701,75162.701,0.0
2014-03-25,0,0.0,75162.701,75162.701,0.0
2014-03-26,0,0.0,75162.701,75162.701,0.0
2014-03-27,0,0.0,75162.701,75162.701,0.0
2014-03-28,0,0.0,75162.701,75162.701,0.0
2014-03-31,0,0.0,75162.701,75162.701,0.0
2014-04-01,0,0.0,75162.701,75162.701,0.0
2014-04-02,0,0.0,75162.701,75162.701,0.0
2014-04-03,0,0.0,75162.701,75162.701,0.0
2014-04-04,0,0.0,75162.701,75162.701,0.0
2014-04-08,0,0.0,75162.701,75162.701,0.0
2014-04-09,0,0.0,75162.701,75162.701,0.0
2014-04-10,0,0.0,75162.701,75162.701,0.0
2014-04-11,0,0.0,75162.701,75162.701,0.0
2014-04-14,0,0.0,75162.701,75162.701,0.0
2014-04-15,0,0.0,75162.701,75162.701,0.0
2014-04-16,0,0.0,75162.701,75162.701,0.0
2014-04-17,0,0.0,75162.701,75162.701,0.0
2014-04-18,0,0.0,75162.701,75162.701,0.0
2014-04-21,0,0.0,75162.701,75162.701,0.0
2014-04-22,0,0.0,75162.701,75162.701,0.0
2014-04-23,0,0.0,75162.701,75162.701,0.0
2014-04-24,0,0.0,75162.701,75162.701,0.0
2014-04-25,0,0.0,75162.701,75162.701,0.0
2014-04-28,0,0.0,75162.701,75162.701,0.0
2014-04-29,0,0.0,75162.701,75162.701,0.0
2014-04-30,0,0.0,75162.701,75162.701,0.0
2014-05-05,0,0.0,75162.701,75162.701,0.0
2014-05-06,0,0.0,75162.701,75162.701,0.0
2014-05-07,0,0.0,75162.701,75162.701,0.0
2014-05-08,0,0.0,75162.701,75162.701,0.0
2014-05-09,0,0.0,75162.701,75162.701,0.0
2014-05-12,0,0.0,75162.701,75162.701,0.0
2014-05-13,0,0.0,75162.701,75162.701,0.0
2014-05-14,0,0.0,75162.701,75162.701,0.0
2014-05-15,0,0.0,75162.701,75162.701,0.0
2014-05-16,0,0.0,75162.701,75162.701,0.0
2014-05-19,0,0.0,75162.701,75162.701,0.0
2014-05-20,0,0.0,75162.701,75162.701,0.0
2014-05-21,0,0.0,75162.701,75162.701,0.0
2014-05-22,0,0.0,75162.701,75162.701,0.0
2014-05-23,0,0.0,75162.701,75162.701,0.0
2014-05-26,0,0.0,75162.701,75162.701,0.0
2014-05-27,0,0.0,75162.701,75162.701,0.0
2014-05-28,0,0.0,75162.701,75162.701,0.0
2014-05-29,0,0.0,75162.701,75162.701,0.0
2014-05-30,0,0.0,75162.701,75162.701,0.0
2014-06-03,0,0.0,75162.701,75162.701,0.0
2014-06-04,0,0.0,75162.701,75162.701,0.0
2014-06-05,0,0.0,75162.701,75162.701,0.0
2014-06-06,0,0.0,75162.701,75162.701,0.0
2014-06-09,0,0.0,75162.701,75162.701,0.0
2014-06-10,0,0.0,75162.701,75162.701,0.0
2014-06-11,0,0.0,75162.701,75162.701,0.0
2014-06-12,0,0.0,75162.701,75162.701,0.0
2014-06-13,0,0.0,75162.701,75162.701,0.0
2014-06-16,0,0.0,75162.701,75162.701,0.0
2014-06-17,0,0.0,75162.701,75162.701,0.0
2014-06-18,0,0.0,75162.701,75162.701,0.0
2014-06-19,0,0.0,75162.701,75162.701,0.0
2014-06-20,0,0.0,75162.701,75162.701,0.0
2014-06-23,0,0.0,75162.701,75162.701,0.0
2014-06-24,0,0.0,75162.701,75162.701,0.0
2014-06-25,0,0.0,75162.701,75162.701,0.0
2014-06-26,0,0.0,75162.701,75162.701,0.0
2014-06-27,0,0.0,75162.701,75162.701,0.0
2014-06-30,0,0.0,75162.701,75162.701,0.0
2014-07-01,0,0.0,75162.701,75162.701,0.0
2014-07-02,0,0.0,75162.701,75162.701,0.0
2014-07-03,0,0.0,75162.701,75162.701,0.0
2014-07-04,0,0.0,75162.701,75162.701,0.0
2014-07-07,0,0.0,75162.701,75162.701,0.0
2014-07-08,0,0.0,75162.701,75162.701,0.0
2014-07-09,0,0.0,75162.701,75162.701,0.0
2014-07-10,0,0.0,75162.701,75162.701,0.0
2014-07-11,0,0.0,75162.701,75162.701,0.0
2014-07-14,0,0.0,75162.701,75162.701,0.0
2014-07-15,0,0.0,75162.701,75162.701,0.0
2014-07-16,0,0.0,75162.701,75162.701,0.0
2014-07-17,0,0.0,75162.701,75162.701,0.0
2014-07-18,0,0.0,75162.701,75162.701,0.0
2014-07-21,0,0.0,75162.701,75162.701,0.0
2014-07-22,0,0.0,75162.701,75162.701,0.0
2014-07-23,0,61539.24,10494.806,72034.046,51.693
2014-07-24,0,62636.56,10494.806,73131.366,51.693
2014-07-25,0,63292.6,10494.806,73787.406,51.693
2014-07-28,0,65069.2,10494.806,75564.006,51.693
2014-07-29,0,65278.36,10494.806,75773.166,51.693
2014-07-30,0,65016.28,10494.806,75511.086,51.693
2014-07-31,0,65807.0,10494.806,76301.806,51.693
2014-08-01,0,65223.2,10494.806,75718.006,51.693
2014-08-04,0,66517.36,10494.806,77012.166,51.693
2014-08-05,0,66341.8,10494.806,76836.606,51.693
2014-08-06,0,66170.16,10494.806,76664.966,51.693
2014-08-07,0,65168.88,10494.806,75663.686,51.693
2014-08-08,0,65271.64,10494.806,75766.446,51.693
2014-08-11,0,66229.8,10494.806,76724.606,51.693
2014-08-12,0,65997.4,10494.806,76492.206,51.693
2014-08-13,0,66049.2,10494.806,76544.006,51.693
2014-08-14,0,65406.6,10494.806,75901.406,51.693
2014-08-15,0,66097.92,10494.806,76592.726,51.693
2014-08-18,0,66487.68,10494.806,76982.486,51.693
2014-08-19,0,66493.56,10494.806,76988.366,51.693
2014-08-20,0,66251.92,10494.806,76746.726,51.693
2014-08-21,0,65918.72,10494.806,76413.526,51.693
2014-08-22,0,66230.08,10494.806,76724.886,51.693
2014-08-25,0,65600.08,10494.806,76094.886,51.693
2014-08-26,0,65074.52,10494.806,75569.326,51.693
2014-08-27,0,65172.52,10494.806,75667.326,51.693
2014-08-28,0,0.0,71925.67,71925.67,0.0
2014-08-29,0,0.0,71925.67,71925.67,0.0
2014-09-01,0,0.0,71925.67,71925.67,0.0
2014-09-02,0,50115.66,19262.13,69377.79,42.097
2014-09-03,0,50585.64,19262.13,69847.77,42.097
2014-09-04,0,50950.62,19262.13,70212.75,42.097
2014-09-05,0,51434.46,19262.13,70696.59,42.097
2014-09-09,0,51349.62,19262.13,70611.75,42.097
2014-09-10,0,51081.03,19262.13,70343.16,42.097
2014-09-11,0,50892.45,19262.13,70154.58,42.097
2014-09-12,0,51205.56,19262.13,70467.69,42.097
2014-09-15,0,51180.99,19262.13,70443.12,42.097
2014-09-16,0,50164.17,19262.13,69426.3,42.097
2014-09-17,0,50427.93,19262.13,69690.06,42.097
2014-09-18,0,50581.86,19262.13,69843.99,42.097
2014-09-19,0,50929.41,19262.13,70191.54,42.097
2014-09-22,0,49957.32,19262.13,69219.45,42.097
2014-09-23,0,50388.66,19262.13,69650.79,42.097
2014-09-24,0,51279.06,19262.13,70541.19,42.097
2014-09-25,0,51176.16,19262.13,70438.29,42.097
2014-09-26,0,51181.2,19262.13,70443.33,42.097
2014-09-29,0,51403.8,19262.13,70665.93,42.097
2014-09-30,0,51470.79,19262.13,70732.92,42.097
2014-10-08,0,52045.98,19262.13,71308.11,42.097
2014-10-09,0,52121.16,19262.13,71383.29,42.097
2014-10-10,0,51802.59,19262.13,71064.72,42.097
2014-10-13,0,51553.95,19262.13,70816.08,42.097
2014-10-14,0,51377.76,19262.13,70639.89,42.097
2014-10-15,0,51741.27,19262.13,71003.4,42.097
2014-10-16,0,51332.4,19262.13,70594.53,42.097
2014-10-17,0,51276.33,19262.13,70538.46,42.097
2014-10-20,0,51548.91,19262.13,70811.04,42.097
2014-10-21,0,51101.19,19262.13,70363.32,42.097
2014-10-22,0,50791.44,19262.13,70053.57,42.097
2014-10-23,0,50314.74,19262.13,69576.87,42.097
2014-10-24,0,50204.91,19262.13,69467.04,42.097
2014-10-27,0,0.0,66482.482,66482.482,0.0
2014-10-28,0,0.0,66482.482,66482.482,0.0
2014-10-29,0,0.0,66482.482,66482.482,0.0
2014-10-30,0,0.0,66482.482,66482.482,0.0
2014-10-31,0,47658.27,16401.265,64059.535,40.033
2014-11-03,0,47738.45,16401.265,64139.715,40.033
2014-11-04,0,47750.23,16401.265,64151.495,40.033
2014-11-05,0,47565.55,16401.265,63966.815,40.033
2014-11-06,0,47615.33,16401.265,64016.595,40.033
2014-11-07,0,47540.85,16401.265,63942.115,40.033
2014-11-10,0,48748.87,16401.265,65150.135,40.033
2014-11-11,0,48613.59,16401.265,65014.855,40.033
2014-11-12,0,49292.08,16401.265,65693.345,40.033
2014-11-13,0,49015.25,16401.265,65416.515,40.033
2014-11-14,0,49040.71,16401.265,65441.975,40.033
2014-11-17,0,48774.9,16401.265,65176.165,40.033
2014-11-18,0,48286.98,16401.265,64688.245,40.033
2014-11-19,0,48207.18,16401.265,64608.445,40.033
2014-11-20,0,48204.9,16401.265,64606.165,40.033
2014-11-21,0,49085.74,16401.265,65487.005,40.033
2014-11-24,0,50335.94,16401.265,66737.205,40.033
2014-11-25,0,51025.64,16401.265,67426.905,40.033
2014-11-26,0,51737.38,16401.265,68138.645,40.033
2014-11-27,0,52335.31,16401.265,68736.575,40.033
2014-11-28,0,53367.58,16401.265,69768.845,40.033
2014-12-01,0,53576.39,16401.265,69977.655,40.033
2014-12-02,0,55554.86,16401.265,71956.125,40.033
2014-12-03,0,56383.45,16401.265,72784.715,40.033
2014-12-04,0,58982.65,16401.265,75383.915,40.033
2014-12-05,0,59372.72,16401.265,75773.985,40.033
2014-12-08,0,61804.72,16401.265,78205.985,40.033
2014-12-09,0,59031.29,16401.265,75432.555,40.033
2014-12-10,0,61209.45,16401.265,77610.715,40.033
2014-12-11,0,60477.19,16401.265,76878.455,40.033
2014-12-12,0,60671.37,16401.265,77072.635,40.033
2014-12-15,0,61127.37,16401.265,77528.635,40.033
2014-12-16,0,62764.6,16401.265,79165.865,40.033
2014-12-17,0,63851.4,16401.265,80252.665,40.033
2014-12-18,0,63572.67,16401.265,79973.935,40.033
2014-12-19,0,64280.23,16401.265,80681.495,40.033
2014-12-22,0,64495.12,16401.265,80896.385,40.033
2014-12-23,0,63173.48,16401.265,79574.745,40.033
2014-12-24,0,61377.22,16401.265,77778.485,40.033
2014-12-25,0,63372.98,16401.265,79774.245,40.033
2014-12-26,0,65470.96,16401.265,81872.225,40.033
2014-12-29,0,65653.74,16401.265,82055.005,40.033
2014-12-30,0,65693.45,16401.265,82094.715,40.033
2014-12-31,0,67140.49,16401.265,83541.755,40.033
2015-01-05,0,69189.26,16401.265,85590.525,40.033
2015-01-06,0,69180.14,16401.265,85581.405,40.033
2015-01-07,0,69232.01,16401.265,85633.275,40.033
2015-01-08,0,67625.94,16401.265,84027.205,40.033
2015-01-09,0,67387.68,16401.265,83788.945,40.033
2015-01-12,0,66758.02,16401.265,83159.285,40.033
2015-01-13,0,66766.76,16401.265,83168.025,40.033
2015-01-14,0,66545.98,16401.265,82947.245,40.033
2015-01-15,0,68478.28,16401.265,84879.545,40.033
2015-01-16,0,69067.85,16401.265,85469.115,40.033
2015-01-19,0,63748.04,16401.265,80149.305,40.033
2015-01-20,0,64528.18,16401.265,80929.445,40.033
2015-01-21,0,67428.72,16401.265,83829.985,40.033
2015-01-22,0,67784.59,16401.265,84185.855,40.033
2015-01-23,0,67862.87,16401.265,84264.135,40.033
2015-01-26,0,68551.62,16401.265,84952.885,40.033
2015-01-27,0,67923.67,16401.265,84324.935,40.033
2015-01-28,0,66981.08,16401.265,83382.345,40.033
2015-01-29,0,66154.2,16401.265,82555.465,40.033
2015-01-30,0,65253.41,16401.265,81654.675,40.033
2015-02-02,0,63725.24,16401.265,80126.505,40.033
2015-02-03,0,65311.36,16401.265,81712.625,40.033
2015-02-04,0,64633.63,16401.265,81034.895,40.033
2015-02-05,0,63972.05,16401.265,80373.315,40.033
2015-02-06,0,0.0,76142.615,76142.615,0.0
