datetime,commission,exec_id,last_price,last_quantity,order_book_id,order_id,position_effect,side,symbol,tax,trading_datetime,transaction_cost
2016-07-01 15:00:00,83.407,1492054404,9.146,11400,000001.XSHE,1492054404,,BUY,平安银行,0,2016-07-01 15:00:00,83.407
